ADDRESS,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"005091120","01","0","0","0","0007200000","0","0"
"005091121","01","0016530000"," "," ","0"," "," "
"005091122","01","0","0001500000","0","0","0","0000200000"
"005091123","01"," ","0006000000"," "," "," "," "
"005092116","01","0","0","0","0004000000","0","0"
"005092117","01","0","0","0","0003400000","0","0"
"005092121","01","0","0014400000","0","0","0","0"
"005092123","01","0","0","0","0002200000","0","0001000000"
"005093114","01","0","0","0","0004000000","0","0"
"005093118","01"," "," "," ","0007750000"," ","0018000000"
"005093121","01","0023350000","0","0","0","0","0"
"005093122","01","0017600000","0","0","0","0","0"
"005093124","01","0022150000","0","0","0","0","0"
"005093125","01","0","0","0","0007500000","0","0"
"005094113","01","0","0","0","0","0","0010000000"
"005094115","01","0","0","0","0","0","0010000000"
"005094120","01","0","0017000000","0","0","0","0"
"005094122","01","0","0","0","0006500000","0","0"
"005101129","01","0","0008400000","0","0","0","0"
"005101130","01","0","0004000000","0","0","0","0000500000"
"005101130","07","0","0004000000","0","0","0","0"
"005101131","01"," "," "," ","0006300000"," "," "
"005101134","01"," "," "," ","0004400000"," "," "
"005101136","01"," "," ","0000250000"," "," "," "
"005101140","01","0","0","0060000000","0","0","0"
"005102126","01"," ","0006500000"," ","0004800000"," "," "
"005102131","01","0","0","0","0","0","0001000000"
"005102132","01","0","0","0","0003750000","0","0002400000"
"005102133","01","0","0","0","0002300000","0","0"
"005103126","01","0","0001000000","0","0","0","0"
"005103127","05","0","0","0","0002400000","0","0"
"005104128","01","0","0","0","0","0","0010000000"
"005104130","01","0","0015000000","0","0","0","0"
"005104133","01","0017400000","0","0","0","0","0"
"005111144","01","0","0012000000"," "," "," "," "
"005112141","01","0","0","0","0","0","0000400000"
"005112142","01","0","0","0","0","0","0000500000"
"005112143","01"," "," "," ","0006300000"," ","0018000000"
"005112145","01","0","0","0","0","0","0034600000"
"005113136","01","0","0","0","0006200000","0","0"
"005113140","01","0","0","0","0006000000","0","0"
"005114136","01","0","0","0","0","0","0001000000"
"005114144","01","0","0","0","0","0","0006000000"
"006011001","01"," ","0003000000"," ","0003000000"," "," "
"006011003","01"," "," "," ","0004000000"," "," "
"006011004","01"," "," "," ","0003200000"," ","0007000000"
"006012001","01"," "," "," ","0005000000"," ","0002000000"
"006012005","01"," "," "," "," "," ","0003000000"
"006013001","01","0017000000"," "," "," "," "," "
"006013002","04"," "," "," ","0001500000"," "," "
"006013003","01"," "," "," "," "," ","0000800000"
"006021007","01"," "," "," ","0004900000"," ","0001000000"
"006021009","01"," "," "," ","0005700000"," "," "
"006022006","01"," "," "," "," "," ","0001000000"
"006022009","01","0019500000"," "," "," "," "," "
"006031011","01"," "," "," ","0014000000"," "," "
"006031020","01","0002800000"," "," "," "," ","0006000000"
"006032012","01","0038000000"," "," "," "," "," "
"006032014","01","0026000000"," "," "," "," "," "
"006032016","01","0020000000"," "," "," "," "," "
"006034011","02"," "," "," ","0015600000"," "," "
"006034014","01"," "," "," "," "," ","0009500000"
"006034017","01","0038000000"," "," "," "," "," "
"006034020","01"," "," "," ","0016000000"," "," "
"006034022","01"," "," "," ","0004000000"," ","0005000000"
"006041032","01"," "," "," ","0004800000"," "," "
"006041034","01","0016000000"," "," "," "," "," "
"006042026","01"," ","0003000000"," ","0004000000"," "," "
"006042029","01"," "," "," ","0004000000"," "," "
"006042034","01"," "," "," ","0005000000"," "," "
"006042035","01"," "," "," "," "," ","0000500000"
"006043029","01"," "," "," ","0002000000"," "," "
"006043030","01"," "," "," ","0004000000"," ","0001000000"
"006043034","01"," ","0003000000"," ","0002000000"," "," "
"006043035","01"," "," "," ","0003400000"," ","0001000000"
"006044027","03"," "," "," ","0006000000"," "," "
"006044028","02"," "," "," ","0005000000"," "," "
"006044029","03"," "," "," ","0005000000"," ","0000500000"
"006051036","01","0001100000","0004000000"," "," "," "," "
"006051037","01","0001300000"," "," "," "," "," "
"006051040","01","0001000000"," "," "," "," "," "
"006052037","01","0019200000"," "," "," "," "," "
"006053036","01"," ","0001000000"," ","0000700000"," "," "
"006061043","01"," ","0064000000"," "," "," "," "
"006061044","01"," "," "," ","0004200000"," ","0000800000"
"006062041","01"," "," "," ","0009400000"," ","0002400000"
"006073041","01"," "," "," "," "," ","0001000000"
"006073043","01"," "," "," ","0001800000"," "," "
"006073044","01"," "," "," ","0002500000"," "," "
"006074045","01"," "," "," ","0007200000"," "," "
"006081050","04"," "," "," ","0001500000"," "," "
"006081052","05"," "," "," ","0001000000"," "," "
"006081055","01"," "," "," ","0008000000"," "," "
"006082053","01"," "," "," ","0003000000"," "," "
"006082054","01"," ","0007000000"," "," "," "," "
"006083048","01","0039900000"," "," "," "," "," "
"006083053","01"," ","0008000000"," "," "," "," "
"006083054","01"," ","0012000000"," "," "," "," "
"006083055","01"," ","0025000000"," ","0034200000"," "," "
"006084046","01","0020460000"," "," "," "," "," "
"006084048","02"," "," "," ","0001000000"," "," "
"006084049","01"," "," "," ","0007200000"," "," "
"006091060","01"," "," "," ","0005500000"," "," "
"006101067","01"," "," "," ","0016000000"," "," "
"006101068","01"," "," "," ","0006000000","0004000000"," "
"006101068","03"," "," "," ","0006000000"," "," "
"006101069","01"," "," "," ","0007600000"," ","0002000000"
"006101070","01","0012000000"," "," "," "," "," "
"006101070","05"," "," "," ","0002880000"," "," "
"006101070","09","0003600000"," "," "," "," "," "
"006102062","01","0014000000"," "," "," "," "," "
"006102063","01"," "," "," ","0008000000"," "," "
"006103061","01"," ","0003000000"," "," "," "," "
"006103062","01"," ","0003000000"," ","0003500000"," "," "
"006103064","01"," ","0012000000"," "," "," "," "
"006103065","01"," "," "," ","0001200000"," ","0001000000"
"006103065","02"," "," "," ","0001200000"," ","0002000000"
"006104056","06"," "," "," ","0003500000"," "," "
"006104059","01"," ","0005000000"," ","0003000000"," "," "
"006104062","01"," ","0040000000"," "," "," "," "
"006111072","01"," "," "," ","0003600000"," ","0003000000"
"006111073","01"," ","0050000000"," "," "," "," "
"006112070","01"," "," ","0003600000"," "," "," "
"006114066","01","0","0015000000"," "," "," "," "
"006121076","02"," "," "," "," "," ","0000100000"
"006121077","01","0022400000"," "," "," "," "," "
"006121078","02"," "," "," "," "," ","0001200000"
"006121079","01","0048000000","0005400000","0","0","0","0"
"006121079","03","0","0","0","0","0","0010500000"
"006121079","04","0004280000"," "," "," "," "," "
"006121080","01","0"," "," "," ","0005800000"," "
"006121081","01"," "," "," ","0005560000"," "," "
"006121082","01"," "," "," "," "," ","0004000000"
"006121083","02"," "," "," "," "," ","0008000000"
"006121084","01","0025824000"," "," "," "," "," "
"006121084","03"," "," "," "," "," ","0001000000"
"006121085","01"," ","0000280000"," "," "," "," "
"006122072","01"," "," "," "," "," ","0001500000"
"006122072","02"," "," "," "," "," ","0000400000"
"006122073","02"," "," "," "," "," ","0001500000"
"006122074","02"," "," "," "," "," ","0000320000"
"006122078","02"," "," "," "," "," ","0001200000"
"006122079","01","0019800000"," "," "," "," "," "
"006123071","01"," "," "," "," ","0002000000"," "
"006123071","02"," "," "," ","0003300000"," "," "
"006123071","03","0000740000"," "," "," "," "," "
"006123071","04","0003600000"," "," ","0003300000"," "," "
"006123072","01"," "," "," ","0005240000"," "," "
"006123073","01"," "," ","0002500000","0004700000"," "," "
"006123074","01"," ","0005800000"," "," "," "," "
"006123075","01"," "," "," ","0004790000"," ","0000800000"
"006123076","01"," "," "," "," ","0005600000"," "
"006123076","02"," "," "," "," "," ","0000600000"
"006123077","02"," "," "," "," "," ","0000150000"
"006123077","07"," "," "," ","0005900000"," ","0000200000"
"006123079","07"," "," "," ","0004350000"," "," "
"006123080","01"," "," "," ","0005280000"," "," "
"006124073","01"," ","0004400000"," "," "," "," "
"006124074","02"," "," "," "," "," ","0000100000"
"006124074","03"," "," "," "," "," ","0000100000"
"006124074","04"," "," "," "," "," ","0000100000"
"006124076","02"," "," "," "," "," ","0000600000"
"006124080","01","0023780000"," "," "," "," "," "
"006131086","01"," "," "," ","0004450000"," "," "
"006131086","02"," "," "," ","0003800000"," ","0000300000"
"006131087","01"," "," "," ","0005250000"," "," "
"006131088","01"," "," "," ","0003200000"," "," "
"006132081","01","0019400000"," "," "," "," "," "
"006132082","01"," "," "," ","0004200000"," "," "
"006132086","01"," "," "," "," ","0008500000"," "
"006132088","01","0018400000"," "," "," "," ","0000500000"
"006132089","01"," "," "," ","0007800000"," "," "
"006132089","02"," "," "," "," "," ","0000700000"
"006132090","01","0027400000"," "," "," "," "," "
"006133081","07"," "," "," ","0002700000"," "," "
"006133082","01"," "," "," ","0005480000"," "," "
"006133083","01"," ","0000400000"," ","0004850000"," ","0000600000"
"006133083","02"," "," "," "," "," ","0001900000"
"006133085","01"," ","0000400000","0000500000"," ","0002500000"," "
"006134081","02"," "," "," ","0000725000"," "," "
"006134082","01"," "," ","0002000000"," "," "," "
"006134082","02"," "," "," "," "," ","0000450000"
"006134082","03"," "," "," "," "," ","0000280000"
"006134084","02"," "," "," ","0000725000"," "," "
"006134085","02"," "," "," "," "," ","0000300000"
"006141092","01"," ","0003200000"," "," "," "," "
"006141092","01","0092400000"," "," "," "," "," "
"006141096","01"," "," "," ","0010800000"," ","0001000000"
"006141097","01"," "," "," "," "," ","0001500000"
"006141098","01","0033300000"," "," "," "," "," "
"006142095","01","0031300000"," "," "," "," ","0001200000"
"006143095","06"," "," "," ","0003800000"," "," "
"006144091","01"," ","0015000000"," "," "," "," "
"006144093","01"," "," "," ","0002200000"," "," "
"006151102","01","0010800000"," "," "," "," ","0003000000"
"006151103","01","0032400000"," "," "," "," "," "
"006151105","01","0002000000"," "," "," "," "," "
"006152096","01"," "," "," ","0006000000"," "," "
"006152097","01"," "," "," ","0005000000"," "," "
"006152098","01"," "," "," ","0005500000"," "," "
"006152099","01"," "," "," ","0006000000"," "," "
"006153096","01"," "," "," ","0001800000"," "," "
"006153097","01"," ","0004000000"," "," "," "," "
"006153099","01"," "," "," ","0005600000"," "," "
"006154097","01"," "," "," ","0003600000"," "," "
"006154098","01"," ","0003000000"," "," "," "," "
"006154100","01"," "," "," ","0003600000"," ","0001000000"
"006163104","01"," "," "," ","0005200000"," ","0003600000"
"006164102","01"," "," "," ","0009000000"," "," "
"007011001","01","0","0000960000","0","0","0","0"
"007011003","01","0","0001200000","0000750000","0","0","0"
"007022002","01","0","0","0","0006000000","0","0"
"007022003","01","0","0","0","0003800000","0","0"
"007023001","01","0","0","0","0004000000","0","0002000000"
"007023002","01","0","0","0","0","0006000000","0"
"007023003","01","0","0","0","0","0003600000","0"
"007023004","01","0","0","0","0003200000","0","0002500000"
"007023004","02","0","0","0","0003200000","0","0"
"007031008","01","0","0","0","0004000000","0","0"
"007031010","01","0","0","0","0004000000","0","0"
"007032006","01","0","0","0","0003800000","0","0"
"007034002","01","0","0","0","0","0","0006000000"
"007034003","01","0","0","0","0004800000","0","0"
"007034004","01","0","0","0","0004400000","0","0"
"007034005","01","0","0","0","0003850000","0","0"
"007041011","01"," ","0020000000"," "," "," ","0010800000"
"007041014","01","0","0","0","0","0","0000500000"
"007041016","01","0","0","0","0003330000","0","0"
"007041017","01","0","0","0","0","0","0004800000"
"007041020","01","0","0","0","0003200000","0","0"
"007043011","01","0","0","0","0000215000","0","0"
"007043015","01","0026350000","0","0","0","0","0"
"007044007","01","0","0","0","0005720000","0","0"
"007044008","01","0","0","0","0005120000","0","0"
"007044009","01","0","0","0","0004850000","0","0002000000"
"007044010","01","0","0","0","0004850000","0","0000400000"
"007044013","01","0021500000","0","0","0","0","0"
"007051023","01","0","0","0","0","0017000000","0"
"007051025","01","0","0","0","0001800000","0","0"
"007052016","01","0","0","0","0004000000","0","0005000000"
"007052016","02","0","0","0","0004300000","0","0"
"007052024","01","0","0","0","0004000000","0","0"
"007053016","01","0","0","0","0005538000","0","0"
"007053017","01","0","0","0","0002084000","0","0007500000"
"007053017","02","0","0","0","0002084000","0","0"
"007053018","01","0","0","0","0","0","0011000000"
"007053019","01","0","0","0","0","0","0009000000"
"007053022","01","0","0","0","0011470000","0","0"
"007053022","04","0","0","00","0000760000","0","0"
"007053022","06","0","0","0","0000760000","0","0"
"007054016","01","0","0","0","0003100000","0","0"
"007054023","01","0","0","0","0007600000","0","0001000000"
"007061026","01"," "," "," "," "," ","0006000000"
"007061029","03","0","0","0","0002310000","0","0005000000"
"007061032","01","0","0","0","0002168000","0","0004500000"
"007061033","01","0","0","0","0","0","0005000000"
"007061034","01","0","0","0","0002634000","0","0003000000"
"007061034","02","0","0","0","0002634000","0","0"
"007061035","01","0","0","0","0002432000","0","0005000000"
"007062031","01","0024260000","0","0","0","0","0"
"007062035","02","0","0","0","0015600000","0","0"
"007064026","01","00","0","0","0004200000","00","0"
"007064026","02","0","0","0","0002400000","00","0"
"007064027","01","0","0","0","0","0","0008000000"
"007064029","01","0","0020000000","0","0005800000","0","0"
"007071038","01","0","0","0","0","0","0014000000"
"007071038","02","0","0","0","0000960000","0","0"
"007071042","01","0","0","0","0003860000","0","0"
"007071043","01"," "," "," ","0001486000"," ","0018000000"
"007071046","01","0","0","0","0","0","0003000000"
"007071051","01","0","0","0","0","0","0012000000"
"007071055","07"," "," "," ","0001560000"," "," "
"007071060","01","0","0","0","0","0","0015000000"
"007071063","01","0024360000","0","0","0","0","0"
"007072038","01","0","0","0","0","0","0005000000"
"007072041","01","0","0","0","0006160000","0","0"
"007072042","01","0","0","0","0","0","0003000000"
"007072044","01","0029687000","0","0","0","0","0"
"007072045","01","0","0","0","0005310000","0","0"
"007072046","01","0021850000","0","0","0","0","0"
"007072047","01","0","0","0","0","0","0025000000"
"007072049","01","0","0003000000","0","0","0","0018000000"
"007072050","01","0028090000","0","0","0","0","0"
"007072052","01","0","0","0","0","00","0020000000"
"007072058","01","0061750000","0","0","0","0","0"
"007072058","02","0025750000","0","0","0","0","0"
"007072065","01","0","0","0","0003825000","0","0016000000"
"007073035","01","0","0","0","0001430000","0","0003250000"
"007073035","02","0","0","0","0001430000","0","0003250000"
"007073037","01","0037750000","0","0","0","0","0"
"007073038","01","0","0","0","0","0","0003500000"
"007073039","01","0","0","0","0","0","0004000000"
"007073047","01","0","0013200000","0","0","0","0"
"007073049","01","0","0","0","0002780000","0","0018000000"
"007073050","01","0028940000","0","0","0","0002000000","0"
"007073052","01","0","0","0","0003120000","0","0002500000"
"007073054","01","0028250000","0","0","0","0","0"
"007073056","01","0052150000","0","0","0","0","0"
"007073057","01","0031150000","0","0","0","0012000000","0"
"007073058","01","0","0","0","0","0008500000","0"
"007073059","01","0031750000","0","0","0","0","0"
"007073059","02","0025750000","0","0","0","0","0"
"007073060","01","0046750000","0","0","0","0","0"
"007073062","01","0","0","0","0013500000","0","0"
"007073063","01","0","0","0","0001913000","0","0005000000"
"007073063","02","0","0","0","0001913000","0","0"
"007073063","03","0","0","0","0001913000","0","0"
"007074032","01","0","0015000000","0","0","0","0"
"007074034","01","0","0","0","0","0","0002500000"
"007074047","01","0028550000","0","0","0","0","0"
"007074049","01","0027150000","0","0","0","0","0"
"007074050","01","0026600000","0","0","0","0","0"
"007074051","01","0","0","0","0","0","0003500000"
"007074057","01","0048550000","0025800000","0","0","0","0"
"007074058","01","0","0","0","0","0","0042000000"
"007074059","01","0030550000","0","0050000000","0","0","0"
"007081066","01","0","0","0","0004160000","0","0"
"007081068","01","0","0013000000","0","0","0","0"
"007081068","07","0009400000","0","0","0","0","0"
"007081071","01","0","0","0","0004328000","0","0"
"007081071","02","0","0","0","0","0001200000","0"
"007082066","01","0","0","0","0","0","0002000000"
"007082067","01","0","0","0","0004000000","0","0"
"007082069","01","0","0","0","0004000000","0","0"
"007083066","01","0","0001000000","0","0","0","0"
"007083069","01","0","0","0","0001990000","0","0"
"007083069","02","0","0","0","0001990000","0","0"
"007083069","03","0","0","0","0001990000","0","0"
"007084062","01","0","0","0","0","0","0012000000"
"007084063","01","0","0","0","0","0","0025000000"
"007084063","03","0","0","0","0002368000","0","0"
"007091076","01","0","0","0","0","0","0004000000"
"007091077","01","0","0","0","0004180000","0","0006000000"
"007091078","01","0","0007500000","0","0","0","0"
"007091080","01","0020550000","0","0","0","0","0"
"007092073","01","0019870000","0","0","0","0","0"
"007092077","01","0","0","0","0","0","0007500000"
"007092078","01","0","0016000000","0","0","0","0"
"007092079","01","0","0","0","0","0","0001000000"
"007092080","01","0093190000","0","0","0","0","0"
"007093071","02","0040150000","0003000000","0","0","0","0"
"007093073","01","0","0","0","0","0","0011000000"
"007094072","01","0023350000","0","00","0","0","0"
"007101083","01","0","0","0","0007900000","0","0"
"007101085","01","0","0","0","0008840000","0","0"
"007101086","01","0","0002000000","0","0","0","0"
"007101088","01","0016500000","0","0","0","0","0"
"007101090","01","0","0","0","0003800000","0","0"
"007102088","01","0","0","0","0004600000","0","0001000000"
"007102088","02","0","0","0","0","0","0000400000"
"007102089","01","0","0","0","0004000000","0","0001200000"
"007103076","01","0","0","0","0004900000","0","0"
"007103079","01","0","0","0","0016300000","0","0"
"007103080","01","0","0","0","0005300000","0","0"
"007103086","01","0","0","0","0005500000","0","0"
"007103088","01","0","0","0","0003600000","0","0"
"007103089","01","0","0","0","0005200000","0","0"
"007104082","01","0","0","0","0002650000","0","0"
"007111100","01","0","0","0","0","0","0007800000"
"007112092","01","0","0","0","0","0","0024000000"
"007112096","01","0","0","0","0004580000","0","0"
"007112098","01","0","0","0","0","0","0005000000"
"007112099","01","0","0007000000","0","0","0","0"
"007112100","01","0","0","0","0006500000","0","0"
"007113091","01","0","0","0","0","0","0007200000"
"007113092","01","0","0","0","0003000000","0","0004000000"
"007113094","01","0","0","0","0005700000","0","0"
"007114086","01","0","0","0","0","0","0012000000"
"007114087","01","0","0","0","0006950000","0","0"
"007114089","01","0","0","0","0006200000","0","0003000000"
"007114090","01","00","0","0","0","0","0008000000"
"007114093","08","0","0","0","0003150000","0","0"
"007114093","09","0","0","0","0003150000","0","0"
"007114095","01","0","0","0","0004700000","0","0"
"007114095","02","0","0","0","0002500000","0","0"
"007121101","02","0","0","0","0","0000021000","0"
"007121111","01","0","0","0","0","0003000000","0002000000"
"007121112","01","0","0007000000","0","0","0","0"
"007121113","01","0","0007000000","0","0","0","0"
"007121114","01","0","0007000000","0","0","0008600000","0"
"007122101","01","0","0","0","0","0","0005000000"
"007122107","01","0023400000","0","0","0","0","0"
"007123103","01","0","00","0","0004000000","0","0"
"007123106","01","0010200000","0","0","0","0","0"
"007123107","01","0019980000","0","0","0","0","0"
"007123108","01","0020950000","0","0","0","0","0"
"007123114","01","0","0","0","0004900000","00","0"
"007124097","01","0","0","0","0","0","0006000000"
"007124099","01","0","0","0","0","0","0008000000"
"007124103","01","0","0","0","0008000000","0","0"
"007124105","01","0001770000","0","0","0","0","0"
"007124107","01","0020550000","0","0","0","0","0"
"007124111","01","0","0","0","0001950000","0","0"
"007124111","04","0","0","0","0001950000","0","0"
"007124114","01","0","0002400000","0","0","0","0"
"007124114","02","0","0","0","0","0001300000","0"
"007131117","01","0002800000","0","0","0","0","0"
"007131118","01","0002800000","0","0","0","0","0"
"007131118","02","0002800000","0","0","0","0","0"
"007131121","01","0","0","0","0004600000","0","0"
"007131122","01","0","0","0","0003800000","0","0"
"007131123","01","0","0","0","0004500000","0","0"
"007131124","01","0","0","0","0003800000","0","0"
"007132116","01","0","0","0","0005600000","0","0"
"007132118","02","0","0","00","0004600000","0","0"
"007132120","01","0019700000","0","0","0","0","0"
"007132125","01","0017320000","0","0","0","0","0"
"007133121","01","0","0","0","0007550000","0","0"
"007133123","01","0","0","0","0005100000","0","0020000000"
"007133124","01","0","0002500000","0","0","0","0"
"007134116","01","0","0","0","0005200000","0","0"
"007134118","01","0","0","0","0004920000","0","0"
"007134119","01","00","0","0","0005200000","0","0"
"007134121","01","0","0","0","0004400000","0","0"
"007134122","01","0","0","0","0005500000","0","0"
"007134123","01","0","0","0","0006100000","0","0"
"007134124","01","0","0","0","0007700000","0","0"
"007141129","01","0","0","0","0014150000","0","0"
"007141130","01","0","0","0","0","0","0006500000"
"007142126","01","0","0","0","0003400000","0","0006000000"
"007142126","02","0","0","0","0003400000","0","0"
"007142128","01","0","0001440000","0","0003400000","0","0003000000"
"007142128","02","0","0","0","0000340000","0","0"
"007143126","01","0","0","0","0004140000","0","0"
"007143126","02","0","0","0","0004140000","0","0"
"007151134","01","0","0","0","0","0","0007200000"
"007151135","01","0","0","0","0006900000","0","0006000000"
"007152131","01","0","0","0003600000","0004000000","0","0030000000"
"007152132","01","0","0","0012000000","0","0","0"
"007152133","01","0","0","0","0003800000","0","0001000000"
"007153132","01","0","0","0","0005600000","0","0"
"007153133","01","0","0","0","0005200000","0","0"
"007161136","01","0","0005000000","0","0","0","0"
"007161137","01","0","0","0","0004000000","0","0"
"007161138","01","0","0","0","0003800000","0","0"
"007161140","01","0","0","0","0003300000","0","0"
"007162136","01","0","0","0","0005265000","0","0"
"007162138","01","0","0","0","0009115000","0","0"
"007162140","01","0","0","0","0004510000","0","0"
"007164132","01","0","0","0","0","0005700000","0"
"007164135","05","0","0","0","0004570000","0","0"
"007173136","01","0","0","0","0003200000","0","0"
"007173137","01","0","0","0","0","0017450000","0"
"007174138","01","0","0","0","0002970000","0","0"
"007174138","02","0","0","0","0002970000","0","0"
"007181141","01","0028500000","0005000000","0","0","0","0"
"007181143","01","0","0","0","0003800000","0","0"
"007181144","03","0","0","0","0004000000","0","0"
"007192142","01","0","0","0","0006250000","0","0"
"007192145","01","0","0","0","0006250000","0","0"
"007193141","01","0","0","0","0","0","0004000000"
"007193142","01","0","0","0","0","0","0003000000"
"007193145","01","0","0","0","0","0","0012000000"
"007194143","01","0","0","0","0029400000","0","0"
"007194144","01","0020950000","00","0","0","0","0"
"007201146","01","0","0001200000","0","0003140000","0","0"
"007201148","01","0","0","0","0004100000","0","0"
"007201149","01","0","0","0","0004200000","0","0002500000"
"007201150","01","0","0","0","0003500000","0","0"
"007202147","01","0","0","0","0","0006800000","0"
"007211155","01","0","0","0","0006720000","0","0"
"007213149","03","0","0","0","0004000000","0","0"
"007213150","01","0","0","0","0008500000","0","0"
"007214147","01","0","0","0018000000","0","0","0"
"007214148","01","0","0","00","0","0","0006000000"
"008011001","01"," "," "," ","0002400000"," "," "
"008011002","01"," "," "," ","0002200000"," "," "
"008011003","01"," "," "," ","0002450000"," "," "
"008011004","01"," "," "," ","0001800000"," "," "
"008011005","01"," "," "," ","0001800000"," "," "
"008011006","01","0020851200"," "," "," "," "," "
"008011007","01"," "," "," "," "," ","0004000000"
"008011010","01","0016000000"," "," ","0001800000"," "," "
"008011010","02"," "," "," "," "," ","0002000000"
"008011011","01"," ","0007000000"," "," "," "," "
"008011014","01","0023050000"," "," "," "," "," "
"008012007","01"," "," "," "," "," ","0004000000"
"008012010","01"," "," "," ","0004800000"," "," "
"008012011","01"," "," "," ","0003850000"," ","0004000000"
"008012013","01"," "," "," ","0003750000"," ","0002000000"
"008012015","01"," ","0003000000"," ","0003750000"," "," "
"008013003","02"," "," "," ","0002470000"," "," "
"008013005","04"," "," "," ","0002340000"," "," "
"008013006","01"," "," "," ","0002350000"," "," "
"008013007","01","0025750000"," "," "," "," "," "
"008013008","01"," "," "," ","0002200000"," "," "
"008013011","01"," "," "," ","0001960000"," "," "
"008013012","01"," "," "," ","0002450000"," "," "
"008013014","01"," "," "," ","0001890000"," "," "
"008014001","01","0025750000"," "," "," "," "," "
"008014002","01"," ","0001000000"," ","0003500000"," "," "
"008014003","01"," "," "," ","0004700000"," "," "
"008014005","09","0019750000"," "," "," "," "," "
"008014010","01"," "," "," ","0003500000"," "," "
"008021016","01"," "," "," ","0003800000"," "," "
"008021020","04","0019000000"," "," "," "," "," "
"008021021","01"," "," "," ","0004850000"," "," "
"008021023","01"," "," "," "," "," ","0002500000"
"008021025","01"," "," "," ","0003250000"," "," "
"008021026","01"," ","0007000000"," ","0002820000"," "," "
"008021027","01","0021550000"," "," "," "," "," "
"008021031","06"," "," "," ","0002000000"," "," "
"008021032","01"," "," "," ","0010000000"," ","0007800000"
"008021035","01"," "," "," ","0004950000"," "," "
"008021036","01"," "," "," ","0012200000"," "," "
"008021037","01"," "," "," ","0014500000"," "," "
"008021038","01"," "," "," ","0014600000"," "," "
"008021040","01","0015000000"," "," ","0010500000"," "," "
"008022016","01"," ","0003500000"," ","0014500000"," "," "
"008022017","01"," "," "," ","0012000000"," "," "
"008022018","01"," "," "," ","0012500000"," "," "
"008022018","02"," "," "," "," ","0000850000"," "
"008022018","04"," "," "," "," ","0001000000"," "
"008022019","01"," "," "," ","0011000000"," "," "
"008022020","01"," "," "," ","0020000000","0001000000"," "
"008022022","01"," "," "," ","0003750000"," "," "
"008022024","01"," "," "," ","0005250000"," "," "
"008022025","01"," "," "," ","0004750000"," "," "
"008022028","01"," "," "," ","0001890000"," "," "
"008022029","01"," "," "," ","0005200000"," "," "
"008022031","01"," "," "," ","0003750000"," "," "
"008022033","03"," "," "," "," ","0000650000"," "
"008022033","04"," "," "," "," ","0000600000"," "
"008022033","05"," "," "," "," ","0001000000"," "
"008022033","06"," "," "," "," ","0000800000"," "
"008022035","03"," "," "," "," ","0000800000"," "
"008022035","04"," "," "," "," ","0000700000"," "
"008022035","05"," "," "," "," ","0000650000"," "
"008022037","01"," "," "," ","0004200000"," "," "
"008022037","02"," "," "," "," ","0001800000"," "
"008022038","01"," "," "," ","0005350000"," "," "
"008022038","03"," "," "," "," ","0000800000"," "
"008022039","01"," "," "," ","0005250000"," "," "
"008022039","02"," "," "," "," ","0001000000"," "
"008022039","03"," "," "," "," ","0000800000"," "
"008023016","01"," "," "," ","0006700000"," "," "
"008023016","02"," "," "," "," ","0001000000"," "
"008023019","03"," "," "," "," ","0000800000"," "
"008023019","04"," "," "," "," ","0000800000"," "
"008023020","01"," "," "," ","0006250000"," "," "
"008023021","01"," "," "," ","0002740000"," "," "
"008023025","01"," "," "," "," "," ","0003700000"
"008023029","01"," "," "," "," "," ","0003800000"
"008023030","01"," "," "," "," "," ","0016000000"
"008023031","01"," ","0007500000"," ","0002970000"," "," "
"008023032","01"," ","0008000000"," ","0002560000"," "," "
"008023033","01"," ","0007400000"," "," "," "," "
"008023034","01"," "," "," ","0002340000"," "," "
"008023035","01"," "," "," ","0002760000"," "," "
"008023037","02"," "," "," ","0003250000"," "," "
"008023038","01","0019500000"," "," "," "," "," "
"008024011","01"," "," "," "," ","0003000000"," "
"008024012","01"," ","0004000000"," ","0005250000"," "," "
"008024015","01"," "," "," ","0004750000"," "," "
"008024016","01","0018371200"," "," "," "," "," "
"008024017","01"," "," "," ","0004750000"," "," "
"008024017","03"," "," "," "," "," ","0006000000"
"008024018","04"," "," "," ","0004250000"," "," "
"008024019","01"," "," "," ","0005250000","0000450000"," "
"008024019","02"," "," "," "," ","0000400000"," "
"008024020","02"," "," "," "," ","0001300000"," "
"008024022","01"," ","0004000000"," ","0005200000"," "," "
"008024023","01"," "," "," ","0005750000"," "," "
"008024024","01"," "," "," ","0005250000"," "," "
"008024025","01"," "," "," ","0005250000"," "," "
"008024027","01"," ","0004500000"," ","0004250000"," "," "
"008024031","01"," "," "," ","0005750000","0003000000"," "
"008024032","01"," "," "," ","0004250000"," "," "
"008024032","02"," "," "," ","0004000000"," "," "
"008024033","01"," "," ","0235000000"," "," "," "
"008024036","01"," "," "," ","0050250000"," "," "
"008024037","01"," "," "," ","0045000000"," "," "
"008024038","01"," "," "," ","0004750000"," "," "
"008024039","01"," "," "," ","0045000000"," "," "
"008024040","01"," "," "," ","0045000000"," "," "
"008031044","01"," "," "," ","0004250000"," "," "
"008031046","02"," "," "," "," ","0001200000"," "
"008031047","01"," "," "," ","0003950000"," "," "
"008031048","06"," "," "," ","0003100000"," "," "
