ADDRESS,DYCOL01,DYCOL03,DYCOL04,DYCOL05,DYCOL06,DYCOL07,DYCOL08
"011042081","01","0","0","0","0","0000950000","0001500000"
"011042082","01","0","0","0","0","0","0002500000"
"011042084","01","0","0","0","0001800000","0","0001200000"
"011042085","03","0","0","0","0002800000","0","0"
"011043051","01","0","0","0","0003400000","0","0"
"011043051","05","0","0","0","0003000000"," ","0"
"011043052","01","0","0","0","0","0","0003500000"
"011043053","09","00","0","0","0002800000","0","0"
"011043057","01","0","0","0","0003600000","0","0"
"011043057","03","0","0","0","0004500000","0","0"
"011043058","01","0029600000","0012800000","0","0","0","0"
"011043061","01","0","0","0","0005600000","0","0"
"011043062","01","0","0","0","0","0005000000","0"
"011043063","01","0","0","0","0002400000","0","0"
"011043064","01","0","0","0","0006000000","0","0"
"011043065","01","0","0","0","0005800000","0","0"
"011043066","01","0","0","0","0","0","0002000000"
"011043067","01","0","0","0","0003800000","0","0"
"011043068","01","0","0","0","0","0006300000","0"
"011043069","01","0","0","0","0004600000","0","0001500000"
"011043070","09","0","0","0","0003600000","0","0"
"011043070","10"," "," "," ","0004200000","0","0"
"011043071","01","0019500000","0","0","0","0","0"
"011043072","01","0","0","0","0","0003880000","0"
"011043073","01","0","0","0","0","0","0003000000"
"011043075","01","0","0","0","0005750000","0","0"
"011043077","01","0","0","0","0","0002000000"," "
"011043080","01","0","0","0","0","0","0003000000"
"011043081","01","0","0","0","0","0001000000","0001000000"
"011043082","01","0","0","0","0004450000"," ","0"
"011043083","01","0","0","0","0005950000","0","0"
"011043084","01","0","0","0","0","0001500000","0"
"011043085","01","0","0","0","0","0","0001000000"
"011044046","02","0","0001500000","00","0","0000800000","0002000000"
"011044049","01","0","0","0","0023800000","0","0"
"011044051","01","0","0","0","0001000000","0003500000","0003100000"
"011044052","01","0","0","0","0005700000","0000500000","0"
"011044053","01","0","0","0","0005500000","0000650000","0"
"011044054","01","0","0","0"," ","0000300000"," "
"011044056","01","0","0","0","0","0007000000","0"
"011044057","01","0","0","0","0005800000"," "," "
"011044058","01","0","0","0","0005600000","0","0"
"011044059","01","0","0","0","0003950000","0","0003000000"
"011044060","01","0","0","0","0006000000","0","0"
"011044061","01","0","0","0","0004900000","0","0"
"011044062","01","0","0","0","0003650000","0","0"
"011044063","01","0","0","0","0003600000","0","0"
"011044064","01","0","0","0","0004100000","0","0"
"011044065","01","00","0"," ","0","0","0007500000"
"011044066","01","0","0","0","0007200000","0000320000"," "
"011044067","01","0","0","0","0004300000","0000300000","0001800000"
"011044069","01","0","0","0","0","0000400000","0"
"011044070","01","0","0","0","0006300000","0000350000","0"
"011044071","01","0","0","0","0004200000","0015600000","0"
"011044073","01","0","0","0","0","0023400000","0"
"011044074","01","0","0","0","0","0002000000","0"
"011044075","01","0","0","0","0004200000","0004600000","0"
"011044076","02","0","0","0","0","0","0002000000"
"011044078","01","0","0","0"," ","0005500000","0"
"011051089","01","0","0","0","0005250000","0","0000400000"
"011052086","01","0","0012000000","0"," ","0","0"
"011052087","01","0","0","0","0","0","0003000000"
"011052087","02","0","0","0","0003000000","0","0"
"011052092","01","0","0","0","0003500000","0","0"
"011052093","01","0","0","0","0003500000"," ","0"
"011052094","01","0","0","0","0004500000","0","0"
"011053087","01","0","0045000000","0","0","0","0"
"011053089","01","0","0","0","0006800000","0","0"
"011053090","01","0","0","0","0008000000","0","0"
"011053091","01","0","0","0","0","0002200000"," "
"011053091","02","0","0","0","0","0001500000","0"
"011053093","01","0","0","0","0004800000","0","0"
"011053095","01","0","0","0","0","0005000000","0"
"011054085","01","0","0","0","0006400000","0","0"
"011054086","04","0","0","0","0003200000","0","0"
"011054086","05","0","0","0","0003000000","0","0"
"011054087","01","0","00","0","0004800000","0"," "
"011054088","01","0","0","0","0005600000","0","0"
"011054089","01","0","0","0","0006500000","0","0"
"011054090","05","000","0","0","0004500000"," "," "
"011061096","07","0","0","0","0004540000","0","0"
"011061097","01","0","0","0","0009300000","0","0000056000"
"011061098","01","0","0","0","0","0","0004700000"
"011061099","01","0","0","0","0","0","0002400000"
"011061102","01","0","0","0","0","0","0012000000"
"011061103","05","0","0","0","0","0000100000","0"
"011061109","01","0","0","0","0005900000","0","0"
"011061111","01","0","0","0","0","0","0007900000"
"011061112","01","0","0","0","0","0","0013200000"
"011061113","01","0","0","0","0","0","0003000000"
"011061115","01","0","0","0","0005400000","0","0"
"011062096","02","0","0","0","0","0000150000"," "
"011062097","01","0","0","0","0","0","0004000000"
"011062097","07","0","0","0","0003700000","0"," "
"011062098","01","0","0","0","0000450000"," ","0001000000"
"011062100","01","0","0","0","0001600000","0","0"
"011062101","09","0","0","0","0003200000","0","0"
"011062104","01","0","0","0","0002000000","0","0005000000"
"011062106","01","0","0","0","0","0007000000","0"
"011062108","01","0","0014000000","0","0","0","0021600000"
"011062109","11","0","0","0","0003400000","0","0"
"011063096","01","0","0001800000","0","0004000000","0","0011000000"
"011063098","01","0","0","0","0004300000","0","0001000000"
"011063099","01","00","0","0","0004000000","0","0"
"011063099","02","0","0","0","0002500000","0","0"
"011063101","01","0","0","0","0","0003000000","0"
"011063103","02","0020500000","0","0","0","0","0"
"011063104","01","0","0","0","0003700000","0","0"
"011063105","01","0","0001000000","0","0","0"," "
"011063108","01","0","0","0","0","0","0003000000"
"011064092","01","0","0","0","0005000000","0","0002500000"
"011064094","03","0","0","0","0004700000","0","0001000000"
"011064095","01","0","0","0","0003500000","0","0"
"011064100","11","0","0","0","0004800000","0","0"
"011064104","01","0","0014000000","0","0","0","0002000000"
"011064105","01","0","0","0","0005000000"," ","0"
"011064109","02","0","0","0","0","0","0001500000"
"011071116","01","0","0","0","0005000000","0","0"
"011071117","02","0","0","0","0","0003000000","0"
"011071119","01","0","0","0","0","0","0004000000"
"011071122","01","0","0","0","0004500000","0","0002000000"
"011071125","01","0","0","0","0005000000","0","0002000000"
"011071128","01","0","0","0","0005500000","0","0002000000"
"011071128","02","0","0","0","0","0003000000","0"
"011072111","02","0","0","0","0","0","0005000000"
"011072112","01","0","0","0","0004000000","0","0"
"011072113","01","0","0","0","0004000000","0","0006000000"
"011072120","01"," "," "," ","0004000000"," ","0002000000"
"011073111","02","0","0","0"," ","0003000000","0"
"011073113","01","0","0","0","0","0005000000","0"
"011073113","02","0","0","0","0","0002000000"," "
"011073115","02","0","0","0","0","0002500000","0"
"011073119","01","0","0072000000","0","0","0","0"
"011073121","01","0","0","0","0","0","0002000000"
"011073124","01"," "," "," ","0035000000"," "," "
"011073125","01"," ","0","0","0006000000","00","0"
"011073127","01","0","0001000000","0","0005000000","0","0002000000"
"011073128","01","0","0","0","0","0","0005000000"
"011073130","01","0","0","0","0004000000","0002000000","0003000000"
"011074113","01","0","0","0","0005000000","0","0"
"011074113","02","0","0","0","0","0003000000","0"
"011074114","02","0","0","0","0","0003000000","00"
"011074116","02","0","0","0","0","0003000000","0"
"011074120","01","0","0","0","0006000000","0","0003000000"
"011074121","01"," "," "," ","0004000000"," "," "
"011074122","01","0","0","0","0","0020000000","0"
"011074124","01","0","0","0","0","0020000000","0"
"011074125","01","0","0","0","0007000000","0","0"
"011074125","02","0","0","0","0","0002500000","0"
"011074126","01","0","0","0","0006000000","0","0002000000"
"011074126","02","0","0","0","0004000000","00","0"
"011074127","01","0","0","0","0006000000","0","0002000000"
"011074127","02","0","0","0","0004000000","0","0"
"011074130","01","0","00","0","0","0020000000","0"
"011081137","01","0","0","0","0004500000","0","0"
"011081138","01","0","0","0","0004500000","0","0003000000"
"011081141","01","0","0","0","0005000000","0","0"
"011081144","01","0","0","0","0003500000","0","0002000000"
"011081149","02","0","0","0","0003500000","0","0"
"011082132","01","0","0","0","0003800000","0","0"
"011082138","01","0","0","0","0004000000","0","0"
"011082139","01","0","0","0","0004000000","0","0005000000"
"011082143","01","0","0","0","0","0","0003000000"
"011082143","02","0","0","0","0","0006000000"," "
"011082144","01","0","0","0","0000600000","0","0003000000"
"011082146","01","0","0","0","0004800000","0","0002000000"
"011082147","03","0","0","0","0","0001500000","0"
"011082149","01","0","0"," ","0005500000","0","0002800000"
"011083132","01","0","0","0","0003000000"," ","0004000000"
"011083134","01","0","0","0","0005000000","0","0"
"011083136","01","0","0","0","0003500000","0000200000"," "
"011083139","01","0","0","0","0002800000","0000120000","0002000000"
"011083140","01","0","0","0","0","0000500000","0"
"011083142","01","0","0","0","0005500000","0","0005000000"
"011083143","01","0","0","0","0006000000","0","0"
"011083143","03","0","0","0","0003600000","0","0"
"011083144","01","0","0000800000","0","0","0","0"
"011083144","05","0","0","0","0003500000","0","0"
"011083145","03","0","0","0","0007000000","0","0"
"011083145","06","0","0","0","0003700000","0","0"
"011083147","02","0","0","0","0","0002500000","0"
"011084135","01","0"," "," ","0003800000"," "," "
"011084135","03"," "," "," "," "," ","0004000000"
"011084136","01","0","0003000000","0","0005000000"," "," "
"011084137","01","0","0","0","0004000000","0","0"
"011084138","02","0","0","0","0","0003000000","0"
"011084141","01","0","0000300000","0","0004200000","0","0002000000"
"011084142","01","0","0","0","0","0","0010000000"
"011084143","01","0","0","0","0","0","0000500000"
"011084144","01","0","0","0","0003800000","0","0014000000"
"011084145","01","0","0","0","0004500000","0","0"
"011084145","03","0","0","0","0","0","0004000000"
"011084146","01","0","00","0","0005500000"," "," "
"011084146","09"," "," "," ","0003000000"," "," "
"011084148","01","0","0","0","0004000000","0","0"
"012011006","01"," "," "," "," ","0001000000"," "
"012012001","01"," "," "," ","0008000000"," ","0003500000"
"012012002","01"," "," "," ","0007000000"," "," "
"012012003","01"," "," "," ","0003200000"," ","0002400000"
"012012004","01"," "," "," ","0008000000"," ","0002000000"
"012021011","01"," "," "," "," "," ","0012000000"
"012022006","01"," "," "," "," "," ","0010000000"
"012022007","01"," "," "," "," "," ","0007000000"
"012022008","01"," ","0006000000"," "," ","0002000000"," "
"012022009","01"," "," "," ","0006600000"," ","0003000000"
"012022010","01"," ","0012000000"," "," "," ","0009200000"
"012022011","01"," ","0004000000"," ","0006000000"," "," "
"012022011","02"," "," "," "," ","0000250000"," "
"012022013","01"," "," "," "," "," ","0002000000"
"012022014","01"," "," "," ","0006000000","0000470000","0003600000"
"012022015","01"," "," "," "," "," ","0012000000"
"012023008","03"," "," "," "," ","0003750000"," "
"012023008","04"," "," "," "," ","0003750000"," "
"012023008","06"," "," "," "," ","0003750000"," "
"012023008","07"," "," "," "," ","0003750000"," "
"012023010","03"," "," "," "," ","0001750000"," "
"012023010","04"," "," "," "," ","0001750000"," "
"012023010","05"," "," "," "," ","0001750000"," "
"012023010","06"," "," "," "," ","0001750000"," "
"012023014","02"," ","0001000000"," "," "," "," "
"012024007","01"," "," "," "," "," ","0012000000"
"012024008","01"," ","0004000000"," "," ","0004000000","0004000000"
"012024010","01"," ","0004000000"," ","0008100000"," "," "
"012024010","03"," "," "," ","0001200000"," "," "
"012031016","01"," ","0012000000"," "," ","0000700000"," "
"012031017","05"," "," "," ","0003400000"," "," "
"012031019","01"," "," "," "," "," ","0012000000"
"012031024","01"," ","0004800000"," "," "," "," "
"012031025","01"," ","0003720000"," "," "," "," "
"012032022","01"," "," "," "," ","0003500000"," "
"012032024","01"," "," "," "," ","0007500000"," "
"012033023","01"," "," "," ","0004800000"," "," "
"012033024","01"," "," "," ","0003200000"," "," "
"012034016","01"," "," "," "," "," ","0024000000"
"012041031","01"," "," "," ","0006500000"," ","0001000000"
"012041032","01"," "," "," "," "," ","0010000000"
"012041033","01"," "," "," ","0005000000"," ","0010000000"
"012041034","01"," "," "," ","0006000000","0002000000"," "
"012041035","01"," "," "," ","0005900000","0003000000","0001000000"
"012041036","01"," "," "," ","0005000000"," "," "
"012041037","01"," "," "," ","0003600000"," "," "
"012041038","01"," "," "," ","0005000000"," "," "
"012041040","01"," ","0003600000"," ","0005200000","0003000000"," "
"012041040","04"," "," "," "," ","0015000000"," "
"012041041","01"," "," "," ","0005000000"," ","0003000000"
"012041042","03"," "," "," ","0000480000"," "," "
"012041043","01"," "," "," "," ","0007000000"," "
"012041044","01"," "," "," ","0006000000"," "," "
"012041045","01"," "," "," "," ","0001000000"," "
"012042027","01"," "," "," "," "," ","0007000000"
"012042028","01"," "," "," ","0004600000"," "," "
"012042029","01"," ","0002000000"," ","0004600000"," "," "
"012042030","09"," "," "," ","0005000000"," ","0006000000"
"012042033","01"," "," "," "," "," ","0005000000"
"012042034","01"," "," "," "," "," ","0006000000"
"012042038","01"," "," "," "," ","0004000000","0010000000"
"012042040","01"," ","0012000000"," "," ","0006000000"," "
"012042041","02"," "," "," ","0005200000","0002000000"," "
"012042044","01","0014970000"," "," "," ","0001500000","0008000000"
"012042045","01"," "," "," "," ","0002000000","0006000000"
"012043026","01"," "," "," ","0007200000"," "," "
"012043028","01"," "," "," "," "," ","0005000000"
"012043031","01"," "," "," "," ","0003000000"," "
"012043036","01"," "," "," "," "," ","0008000000"
"012043037","01"," "," "," "," "," ","0004000000"
"012044026","03"," "," "," "," ","0003000000"," "
"012044028","04"," "," "," ","0001080000"," "," "
"012044031","06"," "," "," ","0005400000"," "," "
"012044035","01"," "," "," ","0005800000"," "," "
"012044037","01"," "," "," ","0007500000"," "," "
"012044039","01"," "," "," ","0006700000"," ","0003500000"
"012044040","01"," "," "," ","0007000000"," ","0015000000"
"012051047","01"," "," "," "," "," ","0014000000"
"012051049","01"," "," "," "," ","0001700000"," "
"012051051","01"," "," "," "," ","0001200000","0009800000"
"012051052","01"," "," "," "," ","0000700000","0007500000"
"012051054","01"," "," "," ","0004100000","0000700000","0003000000"
"012051055","01"," "," "," "," "," ","0014000000"
"012051057","01"," "," "," "," "," ","0007000000"
"012051058","01"," "," "," ","0002950000","0000500000","0001000000"
"012051060","02"," "," "," "," ","0000400000"," "
"012052046","01"," ","0010000000"," "," "," "," "
"012052047","01"," "," "," ","0002950000","0001500000","0000600000"
"012052048","01"," "," "," ","0005120000"," ","0002500000"
"012052050","02"," "," "," "," ","0000450000"," "
"012052052","01"," "," "," "," ","0001500000"," "
"012052053","01"," "," "," ","0002500000"," ","0003100000"
"012052054","01"," "," "," "," ","0000600000","0016800000"
"012052056","01"," "," "," "," ","0003000000"," "
"012052057","07"," "," "," ","0005000000"," "," "
"012052058","01"," "," "," "," "," ","0020000000"
"012052059","01"," ","0003000000"," "," "," ","0030000000"
"012052060","01"," "," "," "," "," ","0003000000"
"012053041","01"," "," "," ","0007300000","0001000000","0003000000"
"012053042","01"," "," "," "," "," ","0003000000"
"012053043","01"," "," "," "," "," ","0002500000"
"012053045","05"," "," "," ","0003500000"," "," "
"012053046","01"," "," "," "," "," ","0004000000"
"012053047","11"," "," "," ","0004500000"," "," "
"012053048","01"," "," "," "," "," ","0001000000"
"012053050","02"," "," "," "," ","0002000000"," "
"012053051","01"," ","0020000000","0005000000"," "," ","0000500000"
"012053052","01"," "," "," ","0003900000"," ","0001500000"
"012053053","01"," ","0000750000"," "," "," "," "
"012053055","01"," "," "," ","0000350000"," "," "
"012053056","01"," "," "," ","0006700000"," "," "
"012053057","01"," "," "," "," "," ","0002500000"
"012053058","03"," "," "," "," ","0003000000"," "
"012053060","01"," "," "," ","0005000000"," ","0003000000"
"012054043","01"," ","0010000000"," "," "," "," "
"012054045","01"," "," "," ","0002550000"," ","0000220000"
"012054046","01"," "," "," ","0002170000"," "," "
"012054047","01"," "," "," "," "," ","0006000000"
"012054051","01"," "," "," ","0004950000","0005000000"," "
"012054051","04"," "," "," "," ","0000900000"," "
"012054052","05"," "," "," ","0002800000"," "," "
"012054053","01","0035000000"," "," "," "," "," "
"012054055","01","0003000000"," "," "," "," "," "
"012054056","01"," "," "," ","0004200000"," "," "
"012054057","01"," "," "," ","0005000000"," ","0001500000"
"012054058","01"," ","0001000000"," "," "," "," "
"012054059","01"," "," "," "," ","0005000000"," "
"012054059","04"," "," "," "," ","0001570000"," "
"012054060","01"," "," "," ","0002400000","0001000000"," "
"012061067","01"," "," "," ","0005500000","0001400000"," "
"012061069","01","0021070000"," "," "," ","0001600000"," "
"012061070","01","0026000000"," "," "," "," "," "
"012061072","01"," "," "," "," ","0001700000"," "
"012061075","01"," "," "," "," ","0006000000","0004000000"
"012061077","05"," "," "," ","0002250000"," "," "
"012061077","06"," "," "," ","0001000000"," "," "
"012061078","01"," "," "," ","0004500000"," "," "
"012061078","02"," "," "," ","0004200000"," "," "
"012061079","01","0022000000"," "," "," ","0001000000"," "
"012062061","01"," "," "," "," ","0000600000"," "
"012062063","01"," "," "," ","0005000000"," ","0000500000"
"012062064","01"," "," "," ","0001500000"," ","0003000000"
"012062065","01"," "," "," "," ","0002000000"," "
"012062066","01","0018350000"," "," "," ","0002500000"," "
"012062067","01"," "," "," ","0008250000"," ","0007000000"
"012062068","01"," "," "," ","0004350000"," "," "
"012062069","01"," "," "," ","0003500000"," ","0002000000"
"012062070","01"," ","0000400000"," ","0002500000"," ","0001000000"
"012062071","01"," "," "," "," ","0001500000"," "
"012062072","01"," "," "," "," ","0003000000"," "
"012062073","01"," "," "," ","0007200000"," ","0002000000"
"012062074","01"," "," "," "," "," ","0004000000"
"012062075","01"," "," "," ","0006000000"," ","0003000000"
"012062076","01"," "," "," "," "," ","0004000000"
"012062077","01"," ","0060000000"," "," "," "," "
"012062078","01"," "," "," "," ","0005780000"," "
"012062080","01"," "," "," "," ","0001000000"," "
"012063061","01"," "," ","0002000000"," "," "," "
"012063062","01"," "," ","0002000000","0004600000"," "," "
"012063063","01"," "," ","0002000000"," "," "," "
"012063064","01"," "," ","0002000000"," "," "," "
"012063065","01"," "," ","0002000000"," "," "," "
"012063066","01","0033550000"," "," "," "," "," "
"012063070","01"," ","0012000000"," ","0004500000"," "," "
"012063072","01"," ","0015000000"," "," "," "," "
"012063073","01"," "," "," ","0003000000"," "," "
"012063074","10"," "," "," ","0028080000"," "," "
"012063076","03"," "," "," ","0001200000"," "," "
"012063077","01"," ","0000300000"," "," "," "," "
"012063077","05"," "," "," ","0004200000"," "," "
"012064061","01"," ","0005400000"," "," "," "," "
"012064065","01"," "," "," "," "," ","0008500000"
"012064067","01"," "," "," ","0004000000"," "," "
"012064068","01"," "," "," ","0005500000"," ","0002000000"
"012064071","03"," "," "," ","0001000000"," "," "
"012064072","01"," "," "," ","0003800000"," "," "
"012064073","01","0036300000"," "," "," "," "," "
"012064077","01"," "," "," ","0003500000"," "," "
"012064080","01","0031900000"," "," "," "," "," "
"012071081","01"," ","0011000000"," "," "," "," "
"012071083","01"," "," "," "," ","0002000000","0003000000"
"012071086","02"," "," "," "," ","0001600000"," "
"012071087","01"," "," "," "," ","0002000000"," "
"012071088","01"," "," "," "," ","0020000000","0005000000"
"012071089","01"," "," "," "," ","0001500000"," "
"012072081","01"," "," "," "," "," ","0016500000"
"012072083","01"," "," "," "," "," ","0004000000"
"012072085","05"," "," "," "," ","0001500000"," "
"012072085","06"," "," "," "," ","0001500000"," "
"012072087","01"," "," "," ","0004500000"," ","0002000000"
"012072088","02"," "," "," "," "," ","0005000000"
"012072089","01"," "," "," "," "," ","0006000000"
"012073081","01"," "," "," "," "," ","0002000000"
"012073082","01"," "," ","0004000000"," "," "," "
"012073082","04"," "," ","0001500000"," "," "," "
"012073085","01"," "," "," "," "," ","0005000000"
"012073087","01"," ","0000600000"," "," "," ","0015000000"
"012073089","01"," "," "," "," ","0004000000"," "
"012074089","01"," "," "," ","0005650000"," "," "
"012081092","01"," "," "," ","0005000000"," "," "
"012081093","01"," "," "," ","0004600000"," "," "
"012081093","02"," "," "," "," ","0001500000"," "
"012081094","01"," "," "," "," ","0001000000","0003000000"
"012081094","03"," "," "," ","0005000000"," "," "
"012081095","01"," "," "," "," ","0002000000"," "
"012081097","01"," "," "," ","0015900000","0001000000"," "
"012081098","01"," "," "," ","0003200000","0001500000","0001000000"
"012081099","01"," "," "," "," "," ","0007000000"
"012081100","01"," "," "," "," ","0003000000","0006000000"
"012082094","01"," "," "," ","0005000000"," "," "
"012082095","01"," "," "," "," ","0001000000"," "
"012082097","01"," "," "," "," "," ","0002000000"
"012082098","01"," "," "," ","0005100000"," ","0001000000"
"012082099","01"," "," "," ","0007400000"," "," "
"012082100","01","0023950000","0000720000"," "," ","0001000000"," "
"012083091","01"," "," "," "," "," ","0009000000"
"012083093","01"," ","0024000000"," "," "," ","0010000000"
"012083094","01"," "," "," "," "," ","0005000000"
"012083096","01"," "," "," "," ","0005000000"," "
"012083097","01","0015400000"," "," "," "," "," "
"012083099","01"," "," "," ","0005000000","0002000000"," "
"012083100","01"," ","0004800000"," "," ","0003000000","0003000000"
"012084094","01"," "," "," "," "," ","0008000000"
"012084096","01"," ","0009000000"," "," "," ","0003000000"
"012084096","06"," "," "," ","0001500000"," "," "
"012084098","02"," "," "," "," ","0001000000"," "
"012084100","01"," "," "," "," ","0001000000"," "
"013011002","01"," ","0009500000"," "," "," ","0001250000"
"013011005","02"," "," "," ","0004600000"," "," "
"013011010","01"," "," "," ","0003600000"," "," "
"013011011","01"," "," "," "," "," ","0003600000"
"013011014","04"," "," "," ","0003000000"," "," "
"013011015","01"," "," "," ","0003400000"," "," "
"013012001","01"," ","0007000000"," "," "," ","0002500000"
"013012002","01"," "," "," "," "," ","0003500000"
"013012004","01"," "," "," "," "," ","0002350000"
"013012007","01","0025500000"," "," "," "," "," "
"013012008","01","0018120000"," "," "," "," "," "
"013012010","01","0017310000"," "," "," "," "," "
"013012014","07"," "," "," ","0007140000"," "," "
"013013004","01"," "," "," ","0004580000"," "," "
"013013005","01"," "," "," ","0005150000"," "," "
"013013006","01"," "," "," ","0024750000"," ","0010000000"
"013013007","01"," "," ","0020000000"," "," "," "
"013013008","01"," "," ","0040000000"," "," "," "
"013013009","01","0000700000","0002200000"," ","0001800000"," ","0001500000"
"013013012","01"," ","0022000000"," "," "," "," "
"013013013","01"," "," "," "," "," ","0012000000"
"013014003","01"," "," "," ","0002400000"," "," "
"013014005","01"," "," "," ","0002820000"," "," "
"013014007","01"," "," "," "," "," ","0006000000"
"013014007","02"," "," "," ","0004750000"," "," "
"013014009","01"," "," "," "," "," ","0003000000"
"013014009","02"," "," "," ","0007870000"," "," "
"013014009","03"," "," "," ","0006120000"," "," "
"013021019","01"," "," "," "," "," ","0010000000"
"013021023","01"," "," "," "," "," ","0008000000"
"013021026","01"," ","0024000000"," "," "," ","0005000000"
"013021027","01"," ","0010000000"," "," "," ","0003000000"
"013021034","01"," ","0130000000"," "," "," "," "
"013021035","01"," "," "," "," "," ","0000300000"
"013021036","01"," ","0012000000"," "," "," "," "
"013022018","01"," "," "," "," "," ","0002500000"
"013022027","01"," ","0003000000"," "," "," ","0004000000"
"013022028","01"," ","0005500000"," "," "," ","0002600000"
"013022029","01"," "," "," ","0021500000"," "," "
"013022030","01","0021200000"," "," "," "," "," "
"013022031","01"," ","0003500000"," "," "," "," "
"013022034","01"," "," "," "," "," ","0012000000"
"013022035","01"," ","0005000000"," "," "," ","0001000000"
"013022037","01"," "," "," "," "," ","0001500000"
"013023019","01"," "," "," "," "," ","0002500000"
"013023023","01"," ","0003600000"," "," "," "," "
"013023024","01"," "," "," "," "," ","0025000000"
"013023026","01"," ","0005500000"," "," "," ","0006000000"
"013023029","01"," ","0040000000"," "," "," "," "
"013023030","01"," "," "," ","0023350000"," "," "
"013023032","01"," "," "," "," "," ","0010000000"
"013023034","05"," "," "," ","0005100000"," "," "
"013023035","01"," "," "," "," "," ","0006000000"
"013023037","01"," "," "," "," "," ","0005000000"
"013024011","01"," ","0004000000"," "," "," "," "
"013024021","01"," "," "," ","0004850000"," "," "
"013024028","01"," "," "," "," "," ","0006000000"
"013024031","01"," "," "," "," "," ","0007000000"
"013024032","01"," "," "," ","0017000000"," "," "
"013024033","01"," "," "," "," "," ","0011000000"
"013024034","01"," ","0027000000"," "," "," ","0050000000"
"013024035","01"," "," "," ","0004500000"," ","0001500000"
"013024036","01"," "," "," "," "," ","0005000000"
"013031041","01"," ","0002000000"," "," "," "," "
"013031043","02"," "," "," ","0002200000"," "," "
"013031044","01"," "," "," "," "," ","0008120000"
"013031047","01"," ","0020000000"," "," "," "," "
"013031048","01"," "," "," ","0006520000"," "," "
"013031051","01"," ","0007000000"," "," "," "," "
"013031053","01"," "," "," "," "," ","0003000000"
"013031055","01"," "," "," ","0004680000"," "," "
"013031056","01"," "," "," "," "," ","0003000000"
"013031061","01"," "," "," "," "," ","0020000000"
"013031062","01","0007520000"," "," "," "," "," "
"013031062","03"," "," "," "," "," ","0012000000"
"013031063","01"," ","0000600000"," "," "," "," "
"013032043","05"," "," "," ","0003500000"," "," "
"013032044","01"," "," "," "," "," ","0003000000"
"013032054","01"," ","0007500000"," "," "," "," "
"013032055","01"," ","0360000000"," "," "," "," "
"013032060","01"," "," "," "," "," ","0012000000"
"013032061","01"," ","0004000000"," "," "," "," "
"013032065","01"," ","0008500000"," "," "," "," "
"013033043","01"," ","0025000000"," "," "," "," "
"013033045","01"," "," "," "," "," ","0004500000"
"013033049","02"," "," "," "," "," ","0005000000"
"013033056","01"," "," "," "," "," ","0004000000"
"013033058","01"," ","0017500000"," "," "," "," "
"013033059","01"," "," "," ","0004000000"," ","0001000000"
"013033060","01"," ","0005000000"," "," "," "," "
"013034042","01"," ","0002000000"," "," "," ","0006000000"
"013034044","01","0019510000"," "," "," "," "," "
"013034045","01"," "," "," ","0005750000"," "," "
"013034046","01"," ","0008000000"," "," "," ","0006500000"
"013034049","01"," "," "," "," "," ","0003000000"
"013034054","01"," "," "," ","0007200000"," "," "
"013034058","01"," "," "," "," "," ","0011000000"
"013041067","01"," ","0036000000"," "," "," "," "
"013041068","01"," "," "," ","0006800000"," "," "
"013041069","01"," ","0064000000"," "," "," "," "
"013041072","02"," "," "," "," "," ","0002000000"
"013041073","01"," "," "," ","0005300000"," "," "
"013041075","01","0002356000"," "," "," "," "," "
"013041076","01"," "," "," ","0003500000"," "," "
"013041077","01","0016990000"," "," "," ","0"," "
"013041077","02","0017950000"," "," "," "," "," "
"013041078","01"," "," "," ","0004670000"," "," "
"013041080","01"," "," "," ","0003600000"," "," "
"013041085","01"," ","0008000000"," "," "," ","0007000000"
"013042066","01"," "," "," "," "," ","0006000000"
"013042067","01"," "," "," ","0005500000"," ","0004000000"
"013042068","01"," ","0006000000"," "," "," "," "
"013042069","01"," "," "," ","0005400000"," "," "
"013042074","01"," "," "," "," "," ","0009500000"
"013042077","01"," "," "," "," ","0000900000"," "
"013042083","01"," ","0002800000"," "," "," ","0003500000"
"013042084","01"," "," "," "," "," ","0004000000"
"013043062","01"," "," "," ","0005650000"," ","0001200000"
"013043064","01"," "," "," ","0083500000"," ","0003200000"
"013043068","01"," ","0007000000"," "," "," ","0003000000"
"013043069","01"," "," "," ","0011500000"," ","0001200000"
"013043072","01"," "," "," ","0005000000"," "," "
"013043075","01"," "," "," "," "," ","0006000000"
"013043076","01"," "," "," "," "," ","0026000000"
"013043077","01"," "," "," "," "," ","0045000000"
"013043078","01"," "," "," ","0003080000"," ","0000500000"
"013043080","01"," ","0008500000"," "," "," ","0013300000"
"013043081","01"," "," "," "," "," ","0001500000"
"013043082","01"," "," "," "," "," ","0002000000"
"013044064","01"," "," "," ","0003650000"," ","0001500000"
"013044067","01"," "," "," "," "," ","0011000000"
"013044068","01"," "," "," "," "," ","0007000000"
"013044069","03"," "," "," ","0019750000"," "," "
"013044072","01"," "," "," "," "," ","0015000000"
"013044076","01","0015467825"," "," "," "," "," "
"013044082","05"," "," "," ","0005800000"," "," "
"013044083","06"," "," "," ","0003120000"," "," "
"013044085","01"," ","0007500000"," "," "," "," "
"013051087","02"," "," "," "," "," ","0001000000"
"013051088","01"," ","0004000000"," "," "," "," "
"013051098","01"," ","0009000000"," "," "," "," "
"013051103","01"," ","0007500000"," "," "," "," "
